cell_type,sample,symbol,count
Immune,OV2,AADAC,0.009935419771485345
Immune,OV3,AADAC,0.011305241521068859
Immune,OV4,AADAC,0.01903973509933775
Immune,OV5,AADAC,0.011990407673860911
Immune,OV6,AADAC,0.03474903474903475
Immune,OV7,AADAC,0.012110726643598616
Immune,OV8,AADAC,0.01119751166407465
Immune,OV9,AADAC,0.0039938556067588326
Immune,OV10,AADAC,0.015183466891606916
Immune,OV11,AADAC,0.0020833333333333333
Immune,OV12,AADAC,0.010869565217391304
Immune,OV13,AADAC,0.03298611111111111
Immune,OV14,AADAC,0.010052271813429835
Immune,OV16,AADAC,0.007429420505200594
Immune,OV17,AADAC,0.008804448563484708
Immune,OV18,AADAC,0.013495720868992759
Immune,OV19,AADAC,0.013551401869158878
Immune,OV20,AADAC,0.023622047244094488
Immune,OV21,AADAC,0.013402061855670102
Immune,OV23,AADAC,0.020627417275461968
Immune,OV24,AADAC,0.00975609756097561
Immune,OV26,AADAC,0.005298013245033113
Immune,OV27,AADAC,0.007990867579908675
Immune,OV28,AADAC,0.0057361376673040155
Immune,OV29,AADAC,0.011282051282051283
Immune,OV30,AADAC,0.02631578947368421
Immune,OV31,AADAC,0.008771929824561403
Immune,OV32,AADAC,0.0
Immune,OV33,AADAC,0.009925558312655087
Immune,OV34,AADAC,0.03729146221786065
Immune,OV36,AADAC,0.006578947368421052
Immune,OV37,AADAC,0.014669926650366748
Immune,OV38,AADAC,0.014598540145985401
Immune,OV40,AADAC,0.01098901098901099
Immune,OV41,AADAC,0.005273566249176005
Immune,OV45,AADAC,0.06594202898550725
Immune,OV46,AADAC,0.01967930029154519
Immune,OV47,AADAC,0.007246376811594203
Immune,OV48,AADAC,0.011611030478955007
Immune,OV51,AADAC,0.01807822942916621
Immune,OV52,AADAC,0.02262443438914027
Immune,OV53,AADAC,0.009584664536741214
Immune,OV54,AADAC,0.006369426751592357
Immune,OV55,AADAC,0.014567901234567901
Immune,OV58,AADAC,0.04913557779799818
Immune,OV60,AADAC,0.006087792374239026
Immune,OV61,AADAC,0.005870841487279843
Immune,OV62,AADAC,0.023809523809523808
Immune,OV63,AADAC,0.0
Immune,OV64,AADAC,0.02287581699346405
Immune,OV65,AADAC,0.009174311926605505
Immune,OV66,AADAC,0.015810276679841896
Immune,OV69,AADAC,0.011393350765782592
Immune,OV72,AADAC,0.011155378486055778
Immune,OV73,AADAC,0.006056527590847914
Immune,OV74,AADAC,0.004918032786885246
Immune,OV75,AADAC,0.02385008517887564
Immune,OV76,AADAC,0.01220865704772475
Immune,OV77,AADAC,0.0671875
Immune,OV78,AADAC,0.04148148148148148
Immune,OV79,AADAC,0.007766990291262136
Stromal,OV2,AADAC,0.014448336252189142
Stromal,OV3,AADAC,0.01171875
Stromal,OV4,AADAC,0.015274949083503055
Stromal,OV5,AADAC,0.006273525721455458
Stromal,OV6,AADAC,0.01037567084078712
Stromal,OV7,AADAC,0.009761663286004058
Stromal,OV8,AADAC,0.009364111498257839
Stromal,OV9,AADAC,0.00538243626062323
Stromal,OV10,AADAC,0.016483516483516484
